CityName,Neighborhood,Lat,Long
גבעתיים,קרית יוסף,32.075311,34.803219
גבעתיים,כצנלסון דרום,32.075231,34.803361
גבעתיים,בורוכוב,32.075242,34.806948
תל אביב -יפו,גני שרונה,32.075495,34.782269
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.087964,34.771238
תל אביב -יפו,תוכנית ל,32.111734,34.789305
גבעתיים,תל גנים,32.065201,34.809045
רמת גן,רמת אפעל,32.054815,34.83375
תל אביב -יפו,נחלת יצחק,32.070377,34.801398
תל אביב -יפו,ביצרון,32.07146,34.797512
גבעתיים,תל גנים,32.061893,34.813765
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.082493,34.781374
גבעתיים,קרית יוסף,32.078244,34.801188
תל אביב -יפו,נחלת יצחק,32.078371,34.80078
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.089775,34.782683
רמת גן,נווה יהושוע,32.057377,34.832752
תל אביב -יפו,תל חיים,32.061734,34.804813
תל אביב -יפו,תל חיים,32.062138,34.804342
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.080081,34.784515
גבעתיים,גבעת רמב''ם,32.067861,34.808526
תל אביב -יפו,צמרות איילון,32.082436,34.795426
תל אביב -יפו,צמרות איילון,32.082275,34.795384
גבעתיים,גבעת רמב''ם,32.069971,34.808532
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.075619,34.782895
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.085996,34.778768
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.085651,34.780231
בני ברק,"גני גד, הפועל המזרחי ה",32.092609,34.840309
תל אביב -יפו,הדר יוסף,32.105913,34.820151
בני ברק,בני ברק ביזנס סנטר,32.094136,34.822141
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.080088,34.78861
תל אביב -יפו,לב תל אביב,32.061538,34.773609
רמת גן,הפארק הלאומי וכפר המכביה,32.045487,34.813564
רמת גן,מתחם נגבה,32.066681,34.82838
תל אביב -יפו,הצפון החדש - החלק הצפוני,32.095386,34.794189
רמת גן,הבורסה,32.083202,34.804779
תל אביב -יפו,אורות,32.058529,34.80405
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.079586,34.777981
תל אביב -יפו,התקווה,32.052451,34.799915
רמת גן,מרכז העיר,32.084401,34.809335
רמת גן,תל בנימין,32.086836,34.808103
רמת גן,הבורסה,32.088385,34.803726
תל אביב -יפו,רמת אביב,32.11232,34.797867
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.078593,34.788395
תל אביב -יפו,יד אליהו,32.059131,34.795295
תל אביב -יפו,רמת אביב,32.108366,34.794143
תל אביב -יפו,רמת אביב,32.109148,34.794674
תל אביב -יפו,נווה חן,32.054472,34.81088
תל אביב -יפו,קרית שאול,32.128085,34.828184
רמת גן,יד לבנים,32.079319,34.821277
תל אביב -יפו,מונטיפיורי,32.071092,34.789398
הרצלייה,הרצליה החדשה,32.170928,34.829643
תל אביב -יפו,לב תל אביב,32.067061,34.779478
תל אביב -יפו,אוניברסיטת תל אביב,32.106666,34.802796
רמת גן,הלל,32.082046,34.820612
רמת גן,מרכז העיר,32.083168,34.821114
בני ברק,בני ברק ביזנס סנטר,32.092125,34.82251
רמת גן,מרכז העיר,32.090188,34.822584
בני ברק,מרכז העיר,32.088772,34.822657
תל אביב -יפו,רמת אביב ג,32.122034,34.798879
תל אביב -יפו,קריית המוזיאונים,32.106495,34.802634
תל אביב -יפו,מונטיפיורי,32.065632,34.785292
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.078873,34.788528
תל אביב -יפו,לב תל אביב,32.061617,34.771213
רמת גן,שיכון המזרחי,32.066039,34.828467
תל אביב -יפו,גני שרונה,32.069364,34.786783
תל אביב -יפו,מונטיפיורי,32.063454,34.780057
תל אביב -יפו,קרית שלום,32.038821,34.779718
תל אביב -יפו,נווה שאנן,32.055865,34.779069
גבעת שמואל,השחר,32.076774,34.844251
רמת גן,רמת עמידר,32.067785,34.839885
הרצלייה,הרצליה הצעירה,32.165806,34.852745
תל אביב -יפו,יד אליהו,32.059259,34.790542
תל אביב -יפו,ניר אביב,32.044914,34.811389
תל אביב -יפו,הדר יוסף,32.106561,34.827505
תל אביב -יפו,נווה אביבים,32.12168,34.80016
תל אביב -יפו,מונטיפיורי,32.059409,34.786357
הרצלייה,גבעת הסופר והרצליה ב,32.174388,34.819427
תל אביב -יפו,נווה ברבור,32.051424,34.799948
גבעת שמואל,גיורא,32.082803,34.845405
תל אביב -יפו,נווה חן,32.056409,34.806844
תל אביב -יפו,ניר אביב,32.046195,34.813578
גבעתיים,גבעת רמב''ם,32.069422,34.802534
רמת גן,רמת חן,32.058435,34.812685
תל אביב -יפו,"לבנה, ידידיה, פארק דרום",32.045907,34.804129
תל אביב -יפו,"לבנה, ידידיה, פארק דרום",32.045188,34.808108
תל אביב -יפו,ביצרון,32.069855,34.793756
תל אביב -יפו,יד אליהו,32.059138,34.798723
תל אביב -יפו,נווה שאנן,32.061075,34.779704
תל אביב -יפו,גני שרונה,32.077651,34.791081
תל אביב -יפו,התקווה,32.053739,34.793314
תל אביב -יפו,יד אליהו,32.053589,34.797206
תל אביב -יפו,יד אליהו,32.053789,34.793859
הרצלייה,גבעת הסופר והרצליה ב,32.174065,34.819356
תל אביב -יפו,גני שרונה,32.069538,34.784197
תל אביב -יפו,לב תל אביב,32.06972,34.78178
תל אביב -יפו,יד אליהו,32.059697,34.792016
תל אביב -יפו,יד אליהו,32.060642,34.791944
רמת גן,נווה יהושוע,32.059313,34.828234
רמת גן,שיכון חירות,32.069557,34.828591
רמת גן,שיכון המזרחי,32.063851,34.828441
תל אביב -יפו,מונטיפיורי,32.065132,34.787578
הרצלייה,נחלת עדה וגן רש''ל,32.177414,34.838956
הרצלייה,המרכז הבינתחומי וסביבתו,32.175018,34.834273
הרצלייה,הרצליה הצעירה,32.162195,34.842618
רמת גן,תל יהודה ומערב רמת יצחק,32.073634,34.82497
תל אביב -יפו,נווה שאנן,32.060553,34.782038
תל אביב -יפו,רמת החייל,32.110673,34.83794
תל אביב -יפו,רמת החייל,32.113138,34.839663
תל אביב -יפו,עתידים,32.106778,34.830522
תל אביב -יפו,לב תל אביב,32.076415,34.768159
בני ברק,תל גיבורים,32.091718,34.828044
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.078943,34.773959
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.079038,34.778862
רמת גן,נחלת גנים,32.090111,34.819569
בני ברק,גבעת סוקולוב,32.091527,34.831193
בני ברק,רמת אלחנן,32.080502,34.84136
בני ברק,"אור החיים, רמת אהרון",32.084984,34.840012
בני ברק,"אור החיים, רמת אהרון",32.085732,34.839168
בני ברק,"אור החיים, רמת אהרון",32.085555,34.837342
תל אביב -יפו,לב תל אביב,32.061826,34.777623
בני ברק,רבי עקיבא בן גוריון,32.090498,34.82555
תל אביב -יפו,מונטיפיורי,32.072547,34.792606
רמת גן,,32.043193,34.818107
רמת גן,יד לבנים,32.079192,34.824975
רמת גן,יד לבנים,32.079188,34.825053
תל אביב -יפו,אוניברסיטת תל אביב,32.108117,34.801395
תל אביב -יפו,רמת אביב,32.110209,34.801583
תל אביב -יפו,נווה אביבים,32.113966,34.801342
תל אביב -יפו,נווה אביבים,32.117792,34.801434
בני ברק,קניון אילון ואיצטדיון ר''ג,32.103618,34.827695
תל אביב -יפו,אפקה,32.11905,34.801817
תל אביב -יפו,לב תל אביב,32.063488,34.773327
תל אביב -יפו,נחלת יצחק,32.073149,34.794931
תל אביב -יפו,נחלת יצחק,32.076568,34.796259
תל אביב -יפו,נחלת יצחק,32.07747,34.796771
תל אביב -יפו,נחלת יצחק,32.078763,34.798246
תל אביב -יפו,נחלת יצחק,32.078761,34.798242
תל אביב -יפו,ביצרון,32.064867,34.792326
תל אביב -יפו,יד אליהו,32.054626,34.791656
תל אביב -יפו,לב תל אביב,32.069283,34.780804
תל אביב -יפו,לב תל אביב,32.064578,34.777255
תל אביב -יפו,בבלי,32.095148,34.794414
תל אביב -יפו,יד אליהו,32.06387,34.796452
תל אביב -יפו,מונטיפיורי,32.065089,34.787825
תל אביב -יפו,רמת אביב,32.103386,34.795816
תל אביב -יפו,אזורי חן,32.129866,34.79575
רמת השרון,גלילות,32.140442,34.802391
תל אביב -יפו,נווה שאנן,32.060545,34.775
הרצלייה,כפר שמריהו,32.189281,34.816328
תל אביב -יפו,רמת הטייסים,32.056512,34.806916
תל אביב -יפו,יד אליהו,32.059249,34.791054
תל אביב -יפו,כפיר,32.046018,34.804012
תל אביב -יפו,נווה אליעזר,32.04516,34.808976
תל אביב -יפו,יד אליהו,32.059169,34.793778
תל אביב -יפו,לב תל אביב,32.062179,34.773406
תל אביב -יפו,הצפון הישן- החלק הצפוני,32.095059,34.7755
כפר שמריהו,כפר שמריהו,32.179718,34.817988
בני ברק,הדר יוסף,32.105461,34.827743
בני ברק,קניון אילון ואיצטדיון ר''ג,32.103511,34.827815
תל אביב -יפו,לב תל אביב,32.063684,34.770353
רמת גן,קניון אילון ואיצטדיון ר''ג,32.10125,34.827897
תל אביב -יפו,לב תל אביב,32.064025,34.769751
תל אביב -יפו,יד אליהו,32.062875,34.792069
תל אביב -יפו,הדר יוסף,32.106405,34.816544
תל אביב -יפו,יד אליהו,32.06147,34.792075
תל אביב -יפו,קריית המוזיאונים,32.103761,34.797103
תל אביב -יפו,הדר יוסף,32.106244,34.822216
רמת גן,,32.043799,34.81691
תל אביב -יפו,הדר יוסף,32.106004,34.819426
תל אביב -יפו,אוניברסיטת תל אביב,32.111215,34.801684
רמת גן,נחלת גנים,32.08961,34.818483
רמת השרון,הכפר הירוק,32.133149,34.83491
תל אביב -יפו,גני שרונה,32.074577,34.790634
בני ברק,רבי עקיבא בן גוריון,32.085862,34.822332
תל אביב -יפו,אזורי חן,32.128607,34.789394
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.052026,34.772344
תל אביב -יפו,נווה שאנן,32.058319,34.77336
תל אביב -יפו,נווה שאנן,32.058656,34.778696
תל אביב -יפו,נווה שאנן,32.059111,34.774315
תל אביב -יפו,לב תל אביב,32.066162,34.777503
תל אביב -יפו,ניר אביב,32.04869,34.813857
תל אביב -יפו,ביצרון,32.071536,34.794169
תל אביב -יפו,לב תל אביב,32.061587,34.773594
תל אביב -יפו,לב תל אביב,32.064678,34.772503
תל אביב -יפו,תל כביר נווה עופר,32.044402,34.76872
תל אביב -יפו,רמת אביב,32.10581,34.80011
תל אביב -יפו,רמת אביב,32.108596,34.801432
תל אביב -יפו,פארק החורשות,32.048147,34.769131
בני ברק,בני ברק ביזנס סנטר,32.091347,34.824463
תל אביב -יפו,נווה שאנן,32.061842,34.777783
רמת גן,תל בנימין,32.084184,34.808462
תל אביב -יפו,רמת אביב,32.112658,34.801417
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.078798,34.781215
תל אביב -יפו,ביצרון,32.067591,34.792972
תל אביב -יפו,הצפון הישן - החלק הדרומי,32.079555,34.780657
תל אביב -יפו,ביצרון,32.065472,34.792573
תל אביב -יפו,תל ברוך,32.12045,34.819697
תל אביב -יפו,התקווה,32.049327,34.799374
תל אביב -יפו,יד אליהו,32.061951,34.7998
תל אביב -יפו,רמת אביב ג,32.123139,34.794615
תל אביב -יפו,נווה דן,32.107773,34.827248
תל אביב -יפו,הצפון החדש - סביבת ככר המדינה,32.090297,34.795356
תל אביב -יפו,"לבנה, ידידיה, פארק דרום",32.046733,34.799912
תל אביב -יפו,לב תל אביב,32.07376,34.768228
רמת גן,מרכז העיר,32.089339,34.818124
תל אביב -יפו,לב תל אביב,32.073396,34.775048
תל אביב -יפו,לב תל אביב,32.073266,34.77488
תל אביב -יפו,הצפון החדש - החלק הדרומי,32.076694,34.787888
הרצלייה,הרצליה הירוקה,32.170999,34.83997
תל אביב -יפו,אוניברסיטת תל אביב,32.118051,34.802157
תל אביב -יפו,שפירא,32.050039,34.773669
תל אביב -יפו,שפירא,32.054316,34.77521
תל אביב -יפו,נווה שאנן,32.056582,34.776448
בני ברק,קרית ויז'ניץ,32.07574,34.833841
בני ברק,אזור תעשייה קוקה קולה,32.081013,34.840232
תל אביב -יפו,"מרכז הירידים, פארק הירקון",32.105546,34.812535
תל אביב -יפו,צמרות איילון,32.086381,34.79544
תל אביב -יפו,תל ברוך צפון,32.121839,34.821797
רמת גן,רמת יצחק מזרח,32.070335,34.825551
רמת גן,רמת יצחק מזרח,32.070313,34.825842
רמת גן,שיכון חירות,32.070156,34.827987
רמת גן,אזור הבילויים,32.059447,34.828156
הרצלייה,הרצליה הצעירה,32.167212,34.849344
תל אביב -יפו,כפיר,32.045741,34.805706
תל אביב -יפו,כפיר,32.046795,34.800021
תל אביב -יפו,קרית שלום,32.041049,34.77423
תל אביב -יפו,נווה שאנן,32.055746,34.772574
תל אביב -יפו,"גבעת הרצל, אזור המלאכה יפו",32.047965,34.768993
תל אביב -יפו,ביצרון,32.064545,34.791072
תל אביב -יפו,נווה שאנן,32.061664,34.780147
